Ürün Ad?;Barkod;Kategori;Marka;Ürün Aç?klamas?;Sat?c? Stok Kodu;Varyant Grup Id;Stok Adedi;Idefix Sat?? Fiyat?;Piyasa Sat?? Fiyat?;KDV;Desi;Görsel 1;Görsel 2;Görsel 3;Görsel 4;Görsel 5;Görsel 6;Görsel 7;Görsel 8;Men?ei;Üretici Bilgisi;?thalatç? / Yetkili Temsilci / ?fa Hizmet Sa?lay?c?;CE Uygunluk Sembolü;Kullan?m Talimat? / Uyar?lar? Görseli;Paket Görseli (Ön);Paket Görseli (Arka);Ürün Bilgi Formu Görseli;Enerji S?n?f? Görseli;Enerji ve Besin De?erleri Görseli;Parti/Lot/SKT;Renk;Boyut/Ebat;Hayvansal Men?eli
Geometrik Geyik Figür Seti – 2'li | 20 cm | 3D Yazıcı Baskı | PLA Malzeme;Dkrsyn1641;Dekoratif Obje ve Biblo;hivhestın;"Ürün Açıklaması: Minimalist çizgilerle doğayı evinize taşıyın.; Bu 2'li geometrik geyik figür seti, modern dekorasyon anlayışına zarif bir dokunuş katmak isteyenler için tasarlandı.; Biri ayakta, diğeri oturur pozisyondaki bu figürler, iç mekanlarda şık bir atmosfer yaratır.; Malzeme: PLA (Polylactic Acid) – Mısır nişastası gibi bitkisel kaynaklardan elde edilen çevre dostu ve biyolojik olarak çözünebilir bir termoplastiktir.; Dayanıklıdır, hafiftir ve kokusuzdur.; Üretim Teknolojisi: Yüksek hassasiyetli 3D yazıcı ile üretilmiştir.; Boyut: Her bir figür yaklaşık 20 cm Paket İçeriği: 2 adet geyik figürü (1 adet ayakta, 1 adet oturur pozisyonda) Renk Seçenekleri: Beyaz, Siyah, Bronz Kullanım Alanları: Salon, ofis, kitaplık, TV ünitesi, çalışma masası ve hediye olarak tercih edilebilir.; El yapımı değil, 3D yazıcıyla yüksek kaliteli ve pürüzsüz şekilde üretilmiştir.; Doğanın zarafetini modern tasarımla buluşturan bu özel figür seti ile yaşam alanınıza estetik bir dokunuş katın.";Dkrsyn1641;Dkrsyn1641;1;499.0;499.0;20;0.0;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250805/22/49db9a8d-9509-3be9-94ea-4f4ed1c0400b/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250805/22/a3584245-db9b-350b-8497-364c5589b210/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1719/prod/QC_PREP/20250805/22/17fd2149-16e3-30ae-975d-573df76d2567/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250805/22/4afd0d77-2af9-3101-b568-f49b0aacc048/1_org_zoom.jpg;;;;;;;;;;;;;;;;Beyaz;Tek Ebat;
Kafatası Dekor 3D Lamba – PLA Malzeme – 25 cm;Dkrsyn1639;Dekoratif Obje ve Biblo;hivhestın;"Ürün Açıklaması: Evinizin atmosferine gotik ve mistik bir dokunuş katmaya hazır olun! Bu dikkat çekici gece lambası, 3D yazıcı ile PLA malzemeden üretilmiştir.; Kafatası figürlü tasarımı ve içten gelen sıcak sarı ışığı sayesinde özellikle Halloween (Cadılar Bayramı), cosplay temaları ya da karanlık dekor konseptleri için mükemmel bir seçimdir.; Ürünün üst kısmında yarasa kanatlı halka detayı bulunur; bu detay ürüne hem estetik hem de taşınabilirlik kazandırır.; Gece lambası olarak kullanılabileceği gibi, masa üstü dekoru olarak da ortamın havasını anında değiştirir.; Ürün Özellikleri: Üretim Teknolojisi: 3D yazıcı ile üretilmiştir Malzeme: PLA (Polylactic Acid) – Biyoçözünür, çevre dostu ve hafif bir termoplastiktir Boyut: 25 cm Işık Rengi: Sıcak sarı Kullanım Alanları: Gece lambası, masa üstü dekoru, tematik etkinlikler, koleksiyon objesi Renk: Siyah – Beyaz – Bronz detaylı PLA Malzeme Hakkında: PLA (Polylactic Acid), mısır nişastası gibi yenilenebilir kaynaklardan elde edilen çevre dostu bir termoplastiktir.; Hafif, dayanıklı ve toksik olmayan yapısıyla dekoratif objeler için idealdir.; Isıya duyarlıdır; doğrudan güneş ışığına ve yüksek sıcaklıklara maruz bırakılmaması önerilir.; Not: Ürüne dahil edilen LED ışık sistemi pille çalışır.; Ürün el yapımı değil, profesyonel 3D yazıcı baskısıdır.; Evinize gotik bir stil katmak ya da sevdiklerinize sıra dışı bir hediye vermek istiyorsanız bu tasarım tam size göre!";Dkrsyn1639;Dkrsyn1639;1;799.0;799.0;20;0.0;https://cdn.dsmcdn.com/ty1719/prod/QC_PREP/20250805/22/bdd29f04-a533-3525-96ed-1f1b2ba088d3/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250805/22/7579433e-2199-3f90-ae03-fa9025b3de09/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1719/prod/QC_PREP/20250805/22/2d7fee95-127a-35b6-82b3-31ab78eed212/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250805/22/947c911b-623b-33ff-953c-9168cf7787cd/1_org_zoom.jpg;;;;;;;;;;;;;;;;Siyah;Tek Ebat;
Modern 3D Baskı Dekoratif Vazo | 25 cm | PLA Malzeme;Vazo1614;Vazo;hivhestın;"Ürün Açıklaması Dekorasyonunuza modern ve teknolojik bir dokunuş katın.; 3D yazıcı ile üretilmiş bu şık vazo, zarif formu ve detaylı yüzey dokusuyla dikkat çeker.; Alt kısmındaki örgü desenli tasarımı ve mat yüzeyiyle bulunduğu ortama estetik bir hava katar.; Ürün Özellikleri: Üretim Teknolojisi: 3D Yazıcı (FDM) Malzeme: Yüksek kaliteli PLA (Polylactic Acid) Boyut: 25 cm yükseklik Renk: Mermer beyazı vazo gövdesi ve siyah taban Kullanım: Dekoratif amaçlı (Su geçirmez değildir) Taban: Ürünle uyumlu siyah destek standı dahildir PLA Malzeme Hakkında PLA (Polylactic Acid), mısır nişastası ve şeker kamışı gibi doğal kaynaklardan elde edilen, çevre dostu ve biyolojik olarak çözünebilen bir termoplastiktir.; 3D baskılarda sıkça tercih edilir çünkü hem çevreye duyarlıdır hem de görsel olarak kaliteli sonuçlar sunar.; Sağlığa zararlı madde içermez, ev içi kullanıma uygundur.; Modern tasarım severler için teknolojik üretimle hazırlanmış etkileyici bir dekoratif ürün.";Vazo1614;Vazo1614;10;559.0;559.0;20;0.0;https://cdn.dsmcdn.com/ty1719/prod/QC_PREP/20250804/22/35cf315b-b4ba-3ec4-95ba-b072e701b336/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1719/prod/QC_PREP/20250804/22/e2d8e038-417b-37ad-a5c1-c6728c86f35d/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250804/22/6f9605a5-2f73-3641-b31c-31b5f8165d92/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250804/22/c4460c51-7374-3774-8e9a-18b994ce2937/1_org_zoom.jpg;;;;;;;;;;;;;;;;Beyaz;Tek Ebat;
Gotik Stil Karga ve Kuru Kafa Dekoru – 3D Baskı, PLA Malzeme, 15 cm;Dkrsyn1638-2;Dekoratif Obje ve Biblo;hivhestın;"Ürün Açıklaması: Evinize karanlık ve gizemli bir hava katacak eşsiz bir dekor! Bu gotik tarzda tasarlanmış, kuru kafa üzerine konmuş detaylı karga figürü, 3D yazıcı ile PLA malzemeden üretilmiştir.; Her detay büyük bir özenle modellenmiş ve modern üretim teknolojisiyle hayata geçirilmiştir.; İç mekan dekorasyonunda fark yaratmak isteyenler için mükemmel bir seçimdir.; Ürün Özellikleri: Malzeme: PLA (Polylactic Acid) – Doğa dostu, biyobozunur ve kokusuz bir termoplastik.; Boyut: 15 cm Renk Seçenekleri: Siyah, Gümüş Gri, Beyaz Üretim Yöntemi: 3D yazıcı baskı El işçiliğiyle son işlem uygulanmıştır.; PLA hakkında bilgi: PLA, mısır nişastası veya şeker kamışı gibi yenilenebilir kaynaklardan elde edilen çevre dostu bir plastiktir.; Ev içi kullanım için oldukça uygundur, toksik madde içermez ve estetik yüzey kalitesiyle dikkat çeker.; Gotik, alternatif veya sıra dışı dekorasyon tarzlarını benimseyenler için özel olarak üretilmiştir.; Sipariş üzerine özel üretim yapılmaktadır.; Lütfen kargoya veriliş süresi için açıklamaları kontrol ediniz.";Dkrsyn1638-2;Dkrsyn1638;1;529.0;529.0;20;0.0;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250804/21/cbec0cb7-5874-30e5-9d68-c0004ad5c26f/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250804/21/1387abfd-9163-343c-9ac1-9efc3cd32913/1_org_zoom.jpg;;;;;;;;;;;;;;;;;;Siyah;Tek Ebat;
Gotik Stil Karga ve Kuru Kafa Dekoru – 3D Baskı, PLA Malzeme, 15 cm;Skrsyn1638-1;Dekoratif Obje ve Biblo;hivhestın;"Ürün Açıklaması: Evinize karanlık ve gizemli bir hava katacak eşsiz bir dekor! Bu gotik tarzda tasarlanmış, kuru kafa üzerine konmuş detaylı karga figürü, 3D yazıcı ile PLA malzemeden üretilmiştir.; Her detay büyük bir özenle modellenmiş ve modern üretim teknolojisiyle hayata geçirilmiştir.; İç mekan dekorasyonunda fark yaratmak isteyenler için mükemmel bir seçimdir.; Ürün Özellikleri: Malzeme: PLA (Polylactic Acid) – Doğa dostu, biyobozunur ve kokusuz bir termoplastik.; Boyut: 15 cm Renk Seçenekleri: Siyah, Gümüş Gri, Beyaz Üretim Yöntemi: 3D yazıcı baskı El işçiliğiyle son işlem uygulanmıştır.; PLA hakkında bilgi: PLA, mısır nişastası veya şeker kamışı gibi yenilenebilir kaynaklardan elde edilen çevre dostu bir plastiktir.; Ev içi kullanım için oldukça uygundur, toksik madde içermez ve estetik yüzey kalitesiyle dikkat çeker.; Gotik, alternatif veya sıra dışı dekorasyon tarzlarını benimseyenler için özel olarak üretilmiştir.; Sipariş üzerine özel üretim yapılmaktadır.; Lütfen kargoya veriliş süresi için açıklamaları kontrol ediniz.";Skrsyn1638-1;Dkrsyn1638;1;469.0;469.0;20;;https://cdn.dsmcdn.com/ty1777/prod/QC_ENRICHMENT/20251020/12/2620ba36-6e00-3b3b-855a-ac11887adac2/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1776/prod/QC_ENRICHMENT/20251020/12/8ac57e3f-9550-3ee8-a215-49781685dbfe/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1777/prod/QC_ENRICHMENT/20251020/12/6ae6b9c8-dd6e-3087-9044-fef103816e88/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1776/prod/QC_ENRICHMENT/20251020/12/09a4a241-5d44-38cb-af30-573a8075167c/1_org_zoom.jpg;;;;;;;;;;;;;;;;Metalik;Tek Ebat;
Gotik Stil Karga ve Kuru Kafa Dekoru – 3D Baskı, PLA Malzeme, 15 cm;Dkrsyn1638;Dekoratif Obje ve Biblo;hivhestın;"Ürün Açıklaması: Evinize karanlık ve gizemli bir hava katacak eşsiz bir dekor! Bu gotik tarzda tasarlanmış, kuru kafa üzerine konmuş detaylı karga figürü, 3D yazıcı ile PLA malzemeden üretilmiştir.; Her detay büyük bir özenle modellenmiş ve modern üretim teknolojisiyle hayata geçirilmiştir.; İç mekan dekorasyonunda fark yaratmak isteyenler için mükemmel bir seçimdir.; Ürün Özellikleri: Malzeme: PLA (Polylactic Acid) – Doğa dostu, biyobozunur ve kokusuz bir termoplastik.; Boyut: 15 cm Renk Seçenekleri: Siyah, Gümüş Gri, Beyaz Üretim Yöntemi: 3D yazıcı baskı El işçiliğiyle son işlem uygulanmıştır.; PLA hakkında bilgi: PLA, mısır nişastası veya şeker kamışı gibi yenilenebilir kaynaklardan elde edilen çevre dostu bir plastiktir.; Ev içi kullanım için oldukça uygundur, toksik madde içermez ve estetik yüzey kalitesiyle dikkat çeker.; Gotik, alternatif veya sıra dışı dekorasyon tarzlarını benimseyenler için özel olarak üretilmiştir.; Sipariş üzerine özel üretim yapılmaktadır.; Lütfen kargoya veriliş süresi için açıklamaları kontrol ediniz.";Dkrsyn1638;Dkrsyn1638;0;529.0;529.0;20;0.0;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250804/21/cbec0cb7-5874-30e5-9d68-c0004ad5c26f/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250804/21/1387abfd-9163-343c-9ac1-9efc3cd32913/1_org_zoom.jpg;;;;;;;;;;;;;;;;;;Beyaz;Tek Ebat;
Orbs Desenli 3D Baskı Tealight – Gece Lambası | PLA Malzeme | 10 cm | 1 Adet Tealight Dahil;Dkrsyn1637;Dekoratif Obje ve Biblo;hivhestın;"ÜRÜN AÇIKLAMASI: Minimalist tasarımı ve zarif geometrik dokusuyla öne çıkan Orbs Tealight, ortamınıza sıcak ve şık bir ambiyans katıyor.; 3D yazıcı teknolojisiyle üretilmiş bu özel parça, PLA malzemeden yapılmıştır.; Malzeme Bilgisi: Bu ürün, çevre dostu ve biyolojik olarak çözünebilen PLA (Polylactic Acid) malzemeyle üretilmiştir.; PLA, mısır nişastası ve şeker kamışı gibi doğal kaynaklardan elde edilen, çevreye duyarlı bir termoplastiktir.; Sağlığa zararlı madde içermez, koku yapmaz.; Ürün Özellikleri: Boyut: 10 cm Renk: Yarı saydam üst kubbe, alt kısmı doğal PLA renk tonu Malzeme: Yüksek kaliteli 3D yazıcı PLA Kullanım Alanı: Salon, yatak odası, ofis, kitaplık, dekoratif köşeler Ürünle birlikte 1 adet tealight mum gönderilmektedir.; Yumuşak ışık geçişleriyle huzurlu bir ortam yaratır.; Estetik ve modern yapısıyla hem gündüz dekor, hem gece ışık kaynağı olarak kullanılabilir.; Not: Görsellerdeki sarı ton, mum ışığından kaynaklanmaktadır.; Ürün yarı Şeffaf PLA ile üretilmiştir.; El yapımı 3D tasarımlarla özel bir atmosfer yaratın!";Dkrsyn1637;Dkrsyn1637;50;359.0;359.0;20;0.0;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250803/01/48b37671-7fe7-3742-9771-eb52412583a2/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1719/prod/QC_PREP/20250803/01/4e153d95-dd9e-37c9-bc26-cb738081acb7/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250803/01/bea5cfa2-166f-3e76-8772-70bccb8ae7be/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1720/prod/QC_PREP/20250803/01/9439dfad-cdc6-3cf7-b52a-94b3212f83d7/1_org_zoom.jpg;;;;;;;;;;;;;;;;Beyaz;Tek Ebat;
Einstein Karikatür Büst - 3D Baskı | 16 cm | PLA Malzeme | 3 Renk Seçeneği;Figür1607;Figür;hivhestın;"Ürün Açıklaması: Zekâsıyla tarihe damga vurmuş Albert Einstein’ın eğlenceli bir yorumuyla hazırlanmış bu karikatür tarzı büst, hem kitaplık hem de masa üstü dekorasyonlarınız için harika bir parça! 3D yazıcı ile PLA malzemeden üretilmiştir.; Karakteristik detayları ile dikkat çeken bu heykelcik, bilimseverler için anlamlı bir hediye alternatifi de olabilir.; Renk Seçenekleri: Beyaz Ten Rengi Bronz (metalik efekt) Boyut: Yükseklik 16 cm Malzeme Bilgisi – PLA Nedir? PLA (Polylactic Acid), çevre dostu, biyolojik olarak çözünebilen ve mısır nişastasından elde edilen bir termoplastiktir.; Kokusuz baskı özelliği, detaylı modelleme başarısı ve sağlamlığıyla öne çıkar.; Ev içi dekorasyon ürünlerinde ve figür baskılarında yaygın olarak tercih edilir.; Ürünlerimiz sipariş üzerine özel olarak 3D yazıcı ile üretilmektedir.; Kutu İçeriği: 1 adet Einstein Karikatür Büst (Dekor amaçlıdır, oyuncak değildir.; )";Figür1607;Figür1607;10;479.0;479.0;20;0.0;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250802/03/f011582e-4693-3e36-9495-4d75a1e84bcc/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250802/03/c2557c57-a18e-3bc9-8f05-8b15361831fb/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1719/prod/QC_PREP/20250802/03/1400e42d-28dd-3753-bf64-3d251f1df13e/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1721/prod/QC_PREP/20250802/03/be303ac5-686e-3162-99d2-70f7380e704d/1_org_zoom.jpg;;;;;;;;;;;;;;;;;Tek Ebat;
"""Heisenberg"" Kulaklık Standı - 3D Baskı | 20 cm | PLA Malzeme | Beyaz & Ten Rengi Seçenekli";Dkrsyn1636;Kulaklık Aksesuarı;hivhestın;"Kendine özgü tarzıyla dikkat çeken bu Heisenberg (Breaking Bad) temalı kulaklık standı, masa üstünüze hem estetik hem de fonksiyonel bir dokunuş katacak.; 3D yazıcı ile PLA malzemeden üretilmiştir.; Dayanıklı yapısı sayesinde kulaklıklarınızı güvenle taşıyabilir, aynı zamanda odanıza dekoratif bir hava katabilirsiniz.; Özellikler: Yükseklik: 20 cm Malzeme: PLA (Polylactic Acid) – doğa dostu, biyolojik olarak çözünür, hafif ve sağlam bir termoplastiktir.; Hem dayanıklıdır hem de çevreye zarar vermez.; Renk Seçenekleri: Beyaz veya Ten Rengi Detaylı modelleme sayesinde karakteristik yüz hatları net şekilde görünür Kulaklık standı olarak kullanılabilir; dekoratif obje olarak da tercih edilebilir Ürün, sipariş üzerine özel olarak 3D baskı ile üretilmektedir.; Kutu İçeriği: 1 adet 3D baskı Heisenberg figürlü kulaklık standı (Kulaklık görsel amaçlıdır, ürüne dahil değildir.; )";Dkrsyn1636;Dkrsyn1636;5;799.0;799.0;20;;https://cdn.dsmcdn.com/ty1789/prod/QC_ENRICHMENT/20251115/20/4b5796e9-2153-366a-bf0c-9cb6bffa5db7/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1790/prod/QC_ENRICHMENT/20251115/20/23b38635-7722-39cd-8570-55696413f632/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1789/prod/QC_ENRICHMENT/20251115/20/5430072d-5204-34c4-bef1-eec54b783179/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1788/prod/QC_ENRICHMENT/20251115/20/bdcbdd3c-3bb5-3376-9617-8aa71d92c966/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1788/prod/QC_ENRICHMENT/20251115/20/28d713ca-99b9-314e-a870-666db3ac21e3/1_org_zoom.jpg;;;;;;;;;;;;;;;Bej;Tek Ebat;
"""Heisenberg"" Kulaklık Standı - 3D Baskı | 20 cm | PLA Malzeme | Beyaz & Ten Rengi Seçenekli";Dkrsyn1636-1;Kulaklık Aksesuarı;hivhestın;"Kendine özgü tarzıyla dikkat çeken bu Heisenberg (Breaking Bad) temalı kulaklık standı, masa üstünüze hem estetik hem de fonksiyonel bir dokunuş katacak.; 3D yazıcı ile PLA malzemeden üretilmiştir.; Dayanıklı yapısı sayesinde kulaklıklarınızı güvenle taşıyabilir, aynı zamanda odanıza dekoratif bir hava katabilirsiniz.; Özellikler: Yükseklik: 20 cm Malzeme: PLA (Polylactic Acid) – doğa dostu, biyolojik olarak çözünür, hafif ve sağlam bir termoplastiktir.; Hem dayanıklıdır hem de çevreye zarar vermez.; Renk Seçenekleri: Beyaz veya Ten Rengi Detaylı modelleme sayesinde karakteristik yüz hatları net şekilde görünür Kulaklık standı olarak kullanılabilir; dekoratif obje olarak da tercih edilebilir Ürün, sipariş üzerine özel olarak 3D baskı ile üretilmektedir.; Kutu İçeriği: 1 adet 3D baskı Heisenberg figürlü kulaklık standı (Kulaklık görsel amaçlıdır, ürüne dahil değildir.; )";Dkrsyn1636-1;Dkrsyn1636;1;799.0;799.0;20;;https://cdn.dsmcdn.com/ty1789/prod/QC_ENRICHMENT/20251114/22/f2c5b7a5-d080-3f69-a539-61a5967600bb/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1789/prod/QC_ENRICHMENT/20251114/22/420c5127-912e-3f45-acb2-0b853a6e8b50/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1790/prod/QC_ENRICHMENT/20251114/22/50fe2e17-80f1-3bba-94ab-f75053f24ac2/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1790/prod/QC_ENRICHMENT/20251114/22/4500d62d-26ee-3c53-ae1a-a53d4275385e/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1790/prod/QC_ENRICHMENT/20251114/22/e2eab65c-79d9-3159-9fe5-451e780218fa/1_org_zoom.jpg;;;;;;;;;;;;;;;Beyaz;Tek Ebat;
3D Baskı Yaprak Desen Saksı - 12 Cm - Farklı Renk Seçeneği;Saksı1606-3;Saksı;hivhestın;"13 cm yükseklik.; Yeşil - Haki Yeşil - Su Yeşili - Kahverengi - Siyah - Beyaz Renkler 3D yazıcı Baskı PLA malzeme Hafif, sağlam ve sade tasarım PLA Malzeme Nedir? PLA (Polilaktik Asit), mısır nişastası ve şeker kamışı gibi yenilenebilir kaynaklardan elde edilen, doğa dostu ve biyobozunur bir termoplastiktir.; Sağlığa zararlı kimyasallar içermez Hafif yapısıyla pratik kullanım sunar Kokusuz ve çevreye duyarlı üretim sağlar İç mekan dekorasyonları için ideal ve uzun ömürlüdür";Saksı1606-3;Saksı1606;1;399.0;399.0;20;0.0;https://cdn.dsmcdn.com/ty1716/prod/QC_PREP/20250731/23/409b5315-46e7-3fab-9e27-c38c71e5a3ad/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/bf05131d-7dae-3ebc-9669-53bf7e4ecee6/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/62ed48fa-4fa0-35c6-83bf-18a3260fb604/1_org_zoom.jpg;;;;;;;;;;;;;;;;;Turkuaz;Tek Ebat;
3D Baskı Yaprak Desen Saksı - 12 Cm - Farklı Renk Seçeneği;Saksı1606-4;Saksı;hivhestın;"13 cm yükseklik.; Yeşil - Haki Yeşil - Su Yeşili - Kahverengi - Siyah - Beyaz Renkler 3D yazıcı Baskı PLA malzeme Hafif, sağlam ve sade tasarım PLA Malzeme Nedir? PLA (Polilaktik Asit), mısır nişastası ve şeker kamışı gibi yenilenebilir kaynaklardan elde edilen, doğa dostu ve biyobozunur bir termoplastiktir.; Sağlığa zararlı kimyasallar içermez Hafif yapısıyla pratik kullanım sunar Kokusuz ve çevreye duyarlı üretim sağlar İç mekan dekorasyonları için ideal ve uzun ömürlüdür";Saksı1606-4;Saksı1606;1;399.0;399.0;20;0.0;https://cdn.dsmcdn.com/ty1716/prod/QC_PREP/20250731/23/409b5315-46e7-3fab-9e27-c38c71e5a3ad/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/bf05131d-7dae-3ebc-9669-53bf7e4ecee6/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/62ed48fa-4fa0-35c6-83bf-18a3260fb604/1_org_zoom.jpg;;;;;;;;;;;;;;;;;Yeşil;Tek Ebat;
3D Baskı Yaprak Desen Saksı - 12 Cm - Farklı Renk Seçeneği;Saksı1606-5;Saksı;hivhestın;"13 cm yükseklik.; Yeşil - Haki Yeşil - Su Yeşili - Kahverengi - Siyah - Beyaz Renkler 3D yazıcı Baskı PLA malzeme Hafif, sağlam ve sade tasarım PLA Malzeme Nedir? PLA (Polilaktik Asit), mısır nişastası ve şeker kamışı gibi yenilenebilir kaynaklardan elde edilen, doğa dostu ve biyobozunur bir termoplastiktir.; Sağlığa zararlı kimyasallar içermez Hafif yapısıyla pratik kullanım sunar Kokusuz ve çevreye duyarlı üretim sağlar İç mekan dekorasyonları için ideal ve uzun ömürlüdür";Saksı1606-5;Saksı1606;1;399.0;399.0;20;0.0;https://cdn.dsmcdn.com/ty1716/prod/QC_PREP/20250731/23/409b5315-46e7-3fab-9e27-c38c71e5a3ad/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/bf05131d-7dae-3ebc-9669-53bf7e4ecee6/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/62ed48fa-4fa0-35c6-83bf-18a3260fb604/1_org_zoom.jpg;;;;;;;;;;;;;;;;;Haki;Tek Ebat;
3D Baskı Yaprak Desen Saksı - 12 Cm - Farklı Renk Seçeneği;Saksı1606-1;Saksı;hivhestın;"13 cm yükseklik.; Yeşil - Haki Yeşil - Su Yeşili - Kahverengi - Siyah - Beyaz Renkler 3D yazıcı Baskı PLA malzeme Hafif, sağlam ve sade tasarım PLA Malzeme Nedir? PLA (Polilaktik Asit), mısır nişastası ve şeker kamışı gibi yenilenebilir kaynaklardan elde edilen, doğa dostu ve biyobozunur bir termoplastiktir.; Sağlığa zararlı kimyasallar içermez Hafif yapısıyla pratik kullanım sunar Kokusuz ve çevreye duyarlı üretim sağlar İç mekan dekorasyonları için ideal ve uzun ömürlüdür";Saksı1606-1;Saksı1606;1;399.0;399.0;20;0.0;https://cdn.dsmcdn.com/ty1716/prod/QC_PREP/20250731/23/409b5315-46e7-3fab-9e27-c38c71e5a3ad/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/bf05131d-7dae-3ebc-9669-53bf7e4ecee6/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/62ed48fa-4fa0-35c6-83bf-18a3260fb604/1_org_zoom.jpg;;;;;;;;;;;;;;;;;Metalik;Tek Ebat;
3D Baskı Yaprak Desen Saksı - 12 Cm - Farklı Renk Seçeneği;Saksı1606;Saksı;hivhestın;"13 cm yükseklik.; Yeşil - Haki Yeşil - Su Yeşili - Kahverengi - Siyah - Beyaz Renkler 3D yazıcı Baskı PLA malzeme Hafif, sağlam ve sade tasarım PLA Malzeme Nedir? PLA (Polilaktik Asit), mısır nişastası ve şeker kamışı gibi yenilenebilir kaynaklardan elde edilen, doğa dostu ve biyobozunur bir termoplastiktir.; Sağlığa zararlı kimyasallar içermez Hafif yapısıyla pratik kullanım sunar Kokusuz ve çevreye duyarlı üretim sağlar İç mekan dekorasyonları için ideal ve uzun ömürlüdür";Saksı1606;Saksı1606;1;399.0;399.0;20;0.0;https://cdn.dsmcdn.com/ty1716/prod/QC_PREP/20250731/23/409b5315-46e7-3fab-9e27-c38c71e5a3ad/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/bf05131d-7dae-3ebc-9669-53bf7e4ecee6/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty1718/prod/QC_PREP/20250731/23/62ed48fa-4fa0-35c6-83bf-18a3260fb604/1_org_zoom.jpg;;;;;;;;;;;;;;;;;Beyaz;Tek Ebat;
